director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,description
Ildikó Enyedi,Alexandra Borbély,Morcsányi Géza,Zoltán Schneider,Drama Romance,On Body and Soul,On Body and Soul Alexandra Borbély Morcsányi Géza Zoltán Schneider Drama Romance
David Leitch,Charlize Theron,James McAvoy,Sofia Boutella,Action Thriller,Atomic Blonde,Atomic Blonde Charlize Theron James McAvoy Sofia Boutella Action Thriller
Gordon Chan,Vincent Zhao,Sammo Hung,Regina Wan,Action History,God of War,God of War Vincent Zhao Sammo Hung Regina Wan Action History
Tommy Stovall,James Martinez,Trevor Sterling Stovall,Michael Chieffo,Drama Horror Mystery Thriller,Aaron's Blood,Aaron's Blood James Martinez Trevor Sterling Stovall Michael Chieffo Drama Horror Mystery Thriller
Kim Tae-yoon,Jung Woo,Kang Ha-Neul,Kim Hae-sook,Drama,New Trial,New Trial Jung Woo Kang Ha-Neul Kim Hae-sook Drama
David Leveaux,Lily James,Jai Courtney,Eddie Marsan,Drama,The Exception,The Exception Lily James Jai Courtney Eddie Marsan Drama
Jay Baruchel,Seann William Scott,Alison Pill,Marc-André Grondin,Comedy,Goon: Last of the Enforcers,Goon: Last of the Enforcers Seann William Scott Alison Pill Marc-André Grondin Comedy
Christopher Nolan,Fionn Whitehead,Tom Glynn-Carney,Jack Lowden,Action Drama History Thriller War,Dunkirk,Dunkirk Fionn Whitehead Tom Glynn-Carney Jack Lowden Action Drama History Thriller War
Bharathan,Vijay,Keerthi Suresh,Jagapati Babu,Action,Bairavaa,Bairavaa Vijay Keerthi Suresh Jagapati Babu Action
Alberto G. Rodriguez,Eric Roberts,Leila Almas,Jaime Zevallos,Thriller Drama Mystery,The Summoning,The Summoning Eric Roberts Leila Almas Jaime Zevallos Thriller Drama Mystery
Mark Cullen,Bruce Willis,Jason Momoa,John Goodman,Action Comedy Thriller,Once Upon a Time in Venice,Once Upon a Time in Venice Bruce Willis Jason Momoa John Goodman Action Comedy Thriller
Carlo Guillermo Proto,Denis Harting,Peggy Roux,Lauviah Harting,Documentary,Resurrecting Hassan,Resurrecting Hassan Denis Harting Peggy Roux Lauviah Harting Documentary
Bonni Cohen Jon Shenk,Al Gore,Barack Obama,Donald Trump,Documentary,An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power Al Gore Barack Obama Donald Trump Documentary
Neill Blomkamp,Sigourney Weaver,Eugene Khumbanyiwa,Robert Hobbs,Action Sci-Fi,Rakka,Rakka Sigourney Weaver Eugene Khumbanyiwa Robert Hobbs Action Sci-Fi
Thomas Q. Napper,Johnny Harris,Ian McShane,Ray Winstone,Action Drama,Jawbone,Jawbone Johnny Harris Ian McShane Ray Winstone Action Drama
Sung-hoon Kim,Hyun Bin,Yoo Hae-jin,Kim Joo-hyuk,Action Drama Comedy,Confidential Assignment,Confidential Assignment Hyun Bin Yoo Hae-jin Kim Joo-hyuk Action Drama Comedy
Alex Merkin,Dolph Lundgren,Denise Richards,Greer Grammer,Action Thriller,Altitude,Altitude Dolph Lundgren Denise Richards Greer Grammer Action Thriller
David Firth,David Firth,Carla Simpson,Christian Webb,Animation Comedy Sci-Fi,Cream,Cream David Firth Carla Simpson Christian Webb Animation Comedy Sci-Fi
Hatem Khraiche,Clara Lago,Belén Rueda,Álex González,Drama Sci-Fi Romance,Orbiter 9,Orbiter 9 Clara Lago Belén Rueda Álex González Drama Sci-Fi Romance
John Scheinfeld,Denzel Washington,Common,Bill Clinton,Documentary,Chasing Trane,Chasing Trane Denzel Washington Common Bill Clinton Documentary
Steve James,Neil Barofsky,Ti-Hua Chang,Jiayang Fan,Documentary,Abacus: Small Enough to Jail,Abacus: Small Enough to Jail Neil Barofsky Ti-Hua Chang Jiayang Fan Documentary
Michael Bay,Mark Wahlberg,Josh Duhamel,Laura Haddock,Action Sci-Fi Thriller Adventure,Transformers: The Last Knight,Transformers: The Last Knight Mark Wahlberg Josh Duhamel Laura Haddock Action Sci-Fi Thriller Adventure
Jonathan Teplitzky,Brian Cox,Miranda Richardson,John Slattery,Drama Thriller War,Churchill,Churchill Brian Cox Miranda Richardson John Slattery Drama Thriller War
Kabir Khan,Salman Khan,Zhu Zhu,Sohail Khan,Drama History War,Tubelight,Tubelight Salman Khan Zhu Zhu Sohail Khan Drama History War
Ronnie Thompson,Matthew Goode,Joely Richardson,Larry Lamb,Crime,The Hatton Garden Job,The Hatton Garden Job Matthew Goode Joely Richardson Larry Lamb Crime
Joel Hopkins,Diane Keaton,Brendan Gleeson,James Norton,Romance Comedy,Hampstead,Hampstead Diane Keaton Brendan Gleeson James Norton Romance Comedy
Minhal Baig,Kyle Allen,Isabelle Fuhrman,Justin Chatwin,Drama Romance,1 Night,1 Night Kyle Allen Isabelle Fuhrman Justin Chatwin Drama Romance
Michael John Warren Alex Timbers,Nick Kroll,John Mulaney,Steve Martin,Comedy,"Oh, Hello: On Broadway","Oh, Hello: On Broadway Nick Kroll John Mulaney Steve Martin Comedy"
Douglas Barr,Courtney Thorne-Smith,James Tupper,Adam DiMarco,Mystery,Site Unseen: An Emma Fielding Mystery,Site Unseen: An Emma Fielding Mystery Courtney Thorne-Smith James Tupper Adam DiMarco Mystery
Phil Guidry Simon Herbert David Whelan,Monica Davis,Edward L. Green,Patrick Pedraza,Horror Mystery,Savageland,Savageland Monica Davis Edward L. Green Patrick Pedraza Horror Mystery
Léa Mysius,Noée Abita,Laure Calamy,Juan Cano,Drama,Ava,Ava Noée Abita Laure Calamy Juan Cano Drama
Brent Bonacorso,Bella Thorne,Halston Sage,Taylor John Smith,Thriller Romance Drama,You Get Me,You Get Me Bella Thorne Halston Sage Taylor John Smith Thriller Romance Drama
John Shea,Eric Dane,Natalie Zea,Amy Madigan,Thriller,Grey Lady,Grey Lady Eric Dane Natalie Zea Amy Madigan Thriller
Joshua Safdie Ben Safdie,Robert Pattinson,Jennifer Jason Leigh,Ben Safdie,Drama Thriller Crime,Good Time,Good Time Robert Pattinson Jennifer Jason Leigh Ben Safdie Drama Thriller Crime
Jason Flemyng,Charlie Cox,Tony Curran,Mackenzie Crook,Action Comedy Horror,Eat Locals,Eat Locals Charlie Cox Tony Curran Mackenzie Crook Action Comedy Horror
Marc Waltman,Sanne Langelaar,Fockeline Ouwerkerk,Imanuelle Grives,Romance Drama,Tuintje in mijn hart,Tuintje in mijn hart Sanne Langelaar Fockeline Ouwerkerk Imanuelle Grives Romance Drama
Víctor García León,Santiago Alverú,Pepe Ocio,Alicia Rubio,Comedy,Selfie,Selfie Santiago Alverú Pepe Ocio Alicia Rubio Comedy
Han Han,Eddie Peng,Deng Chao,Zhao Liying,Comedy Drama,Duckweed,Duckweed Eddie Peng Deng Chao Zhao Liying Comedy Drama
K. V. Anand,Vijay Sethupathi,Madonna Sebastian,T. Rajendar,Thriller Drama,Kavan,Kavan Vijay Sethupathi Madonna Sebastian T. Rajendar Thriller Drama
Andrew J. Cohen,Amy Poehler,Will Ferrell,Allison Tolman,Comedy,The House,The House Amy Poehler Will Ferrell Allison Tolman Comedy
Laurent Bouzereau,Guillermo del Toro,Steven Spielberg,Paul Greengrass,War Documentary,Five Came Back,Five Came Back Guillermo del Toro Steven Spielberg Paul Greengrass War Documentary
Bailey Kobe,Julie McNiven,Shaun Sipos,Jessica Camacho,Romance Action Adventure Comedy Drama,The Babymoon,The Babymoon Julie McNiven Shaun Sipos Jessica Camacho Romance Action Adventure Comedy Drama
Greg Barker,Jason Amerine,George W. Bush,Mark Nutsch,Documentary,Legion of Brothers,Legion of Brothers Jason Amerine George W. Bush Mark Nutsch Documentary
Carla Simón,Laia Artigas,Bruna Cusí,David Verdaguer,Drama Family,Summer 1993,Summer 1993 Laia Artigas Bruna Cusí David Verdaguer Drama Family
Volker Schlöndorff,Stellan Skarsgård,Nina Hoss,Bronagh Gallagher,Drama,Return to Montauk,Return to Montauk Stellan Skarsgård Nina Hoss Bronagh Gallagher Drama
Philippe Falardeau,Liev Schreiber,Naomi Watts,Elisabeth Moss,Drama,Chuck,Chuck Liev Schreiber Naomi Watts Elisabeth Moss Drama
Paul Currie,Michiel Huisman,Teresa Palmer,Sam Reid,Drama Thriller,2:22,2:22 Michiel Huisman Teresa Palmer Sam Reid Drama Thriller
Christian Duguay,Dorian Le Clech,Batyste Fleurial,Patrick Bruel,Drama,A Bag of Marbles,A Bag of Marbles Dorian Le Clech Batyste Fleurial Patrick Bruel Drama
Brad Epstein,Alex Meneses,Faizon Love,Russell Peters,Comedy,Ripped,Ripped Alex Meneses Faizon Love Russell Peters Comedy
Neill Blomkamp,Steve Boyle,Nic Rhind,Robert Hobbs,Action Sci-Fi War,Firebase,Firebase Steve Boyle Nic Rhind Robert Hobbs Action Sci-Fi War
Jeff Orlowski,Andrew Ackerman,Pim Bongaerts,Neal Cantin,Documentary,Chasing Coral,Chasing Coral Andrew Ackerman Pim Bongaerts Neal Cantin Documentary
Alexandre O. Philippe,Guillermo del Toro,Peter Bogdanovich,Karyn Kusama,Documentary,78/52,78/52 Guillermo del Toro Peter Bogdanovich Karyn Kusama Documentary
Kip Andersen Keegan Kuhn,Kip Andersen,Larry Baldwin,Neal Barnard,Documentary,What the Health,What the Health Kip Andersen Larry Baldwin Neal Barnard Documentary
Joe Miale,Lee Pace,Bérénice Marlohe,Jason Flemyng,Sci-Fi,Revolt,Revolt Lee Pace Bérénice Marlohe Jason Flemyng Sci-Fi
Timothy Woodward Jr.,Luke Hemsworth,Trace Adkins,Bruce Dern,Western,Hickok,Hickok Luke Hemsworth Trace Adkins Bruce Dern Western
Joshua Tunick,Anthony Rapp,Alona Tal,Alyson Hannigan,Drama,Do You Take This Man,Do You Take This Man Anthony Rapp Alona Tal Alyson Hannigan Drama
Nikolaj Arcel,Idris Elba,Matthew McConaughey,Tom Taylor,Action Western Sci-Fi Fantasy Horror,The Dark Tower,The Dark Tower Idris Elba Matthew McConaughey Tom Taylor Action Western Sci-Fi Fantasy Horror
300ml,Selton Mello,Ralph Ineson,Seu Jorge,Drama,Soundtrack,Soundtrack Selton Mello Ralph Ineson Seu Jorge Drama
Mohammad Hossein Mahdavian,Mehrdad Sedighian,Babak Hamidian,Javad Ezati,Action Crime History,Midday Event,Midday Event Mehrdad Sedighian Babak Hamidian Javad Ezati Action Crime History
Jonathan Baker,Nicolas Cage,Gina Gershon,Nicky Whelan,Thriller Drama,Inconceivable,Inconceivable Nicolas Cage Gina Gershon Nicky Whelan Thriller Drama
Alain Desrochers,Patrick Huard,Colm Feore,Erik Knudsen,Crime Comedy Action,Bon Cop Bad Cop 2,Bon Cop Bad Cop 2 Patrick Huard Colm Feore Erik Knudsen Crime Comedy Action
Alain Desrochers,Antonio Banderas,Ben Kingsley,Liam McIntyre,Action,Security,Security Antonio Banderas Ben Kingsley Liam McIntyre Action
Antonio Negret,Scott Eastwood,Freddie Thorp,Ana de Armas,Thriller Action,Overdrive,Overdrive Scott Eastwood Freddie Thorp Ana de Armas Thriller Action
Dan Harris,Liam James,Sarah Steele,Austin P. McKenzie,Comedy Drama,Speech & Debate,Speech & Debate Liam James Sarah Steele Austin P. McKenzie Comedy Drama
Jake Szymanski,Orlando Bloom,Andy Samberg,John Cena,Comedy TV Movie,Tour de Pharmacy,Tour de Pharmacy Orlando Bloom Andy Samberg John Cena Comedy TV Movie
Wayne Blair,Abigail Breslin,Colt Prattes,Sarah Hyland,Music Drama Romance TV Movie,Dirty Dancing,Dirty Dancing Abigail Breslin Colt Prattes Sarah Hyland Music Drama Romance TV Movie
Clay Staub,Milo Ventimiglia,Bridget Regan,Amanda Schull,Sci-Fi Thriller,Devil's Gate,Devil's Gate Milo Ventimiglia Bridget Regan Amanda Schull Sci-Fi Thriller
Molly Smith Maurice Smith,Karolina Antosik,Amelie Leroy,Tessa McGinn,Fantasy Drama,Abduction,Abduction Karolina Antosik Amelie Leroy Tessa McGinn Fantasy Drama
Vanessa Gould,William McDonald,Bruce Weber,Margalit Fox,Documentary,Obit,Obit William McDonald Bruce Weber Margalit Fox Documentary
Craig Thompson,William Shatner,Neil deGrasse Tyson,Chris Hadfield,Documentary,The Truth Is in the Stars,The Truth Is in the Stars William Shatner Neil deGrasse Tyson Chris Hadfield Documentary
Anthony Leondis,T.J. Miller,James Corden,Anna Faris,Comedy Family Animation,The Emoji Movie,The Emoji Movie T.J. Miller James Corden Anna Faris Comedy Family Animation
Abel Vang Burlee Vang,Saxon Sharbino,Bonnie Morgan,Brandon Soo Hoo,Horror Thriller,Bedeviled,Bedeviled Saxon Sharbino Bonnie Morgan Brandon Soo Hoo Horror Thriller
Ernie Barbarash,Adam Rayner,Eliza Dushku,Ian Ogilvy,Action Adventure Crime,The Saint,The Saint Adam Rayner Eliza Dushku Ian Ogilvy Action Adventure Crime
Riccardo Milani,Paola Cortellesi,Antonio Albanese,Carlo Buccirosso,Comedy,Mom or Dad?,Mom or Dad? Paola Cortellesi Antonio Albanese Carlo Buccirosso Comedy
John Jencks,Roger Allam,Matthew Modine,Tim McInnerny,Comedy,The Hippopotamus,The Hippopotamus Roger Allam Matthew Modine Tim McInnerny Comedy
Taylor Sheridan,Jeremy Renner,Elizabeth Olsen,Gil Birmingham,Action Crime Mystery Thriller,Wind River,Wind River Jeremy Renner Elizabeth Olsen Gil Birmingham Action Crime Mystery Thriller
Tarik Saleh,Fares Fares,Mari Malek,Mohamed Yousry,Thriller Drama,The Nile Hilton Incident,The Nile Hilton Incident Fares Fares Mari Malek Mohamed Yousry Thriller Drama
Roman Volobuev,Svetlana Ustinova,Anna Chipovskaya,Yevgeni Tsyganov,Comedy Crime,Blockbuster,Blockbuster Svetlana Ustinova Anna Chipovskaya Yevgeni Tsyganov Comedy Crime
Ric Roman Waugh,Nikolaj Coster-Waldau,Jon Bernthal,Lake Bell,Drama Crime Thriller,Shot Caller,Shot Caller Nikolaj Coster-Waldau Jon Bernthal Lake Bell Drama Crime Thriller
Tony Giglio,Adrianne Palicki,Michael Jai White,Ty Olsson,Action Crime Thriller,S.W.A.T.: Under Siege,S.W.A.T.: Under Siege Adrianne Palicki Michael Jai White Ty Olsson Action Crime Thriller
Manuk Depoyan,Arsen Shavlyuk,Vasyl Virastyuk,Ruslana Pysanka,Family Comedy Animation Fantasy Adventure,The Dragon Spell,The Dragon Spell Arsen Shavlyuk Vasyl Virastyuk Ruslana Pysanka Family Comedy Animation Fantasy Adventure
John R. Leonetti,Joey King,Ryan Phillippe,Sherilyn Fenn,Fantasy Horror Thriller,Wish Upon,Wish Upon Joey King Ryan Phillippe Sherilyn Fenn Fantasy Horror Thriller
Malcolm D. Lee,Regina Hall,Queen Latifah,Jada Pinkett Smith,Comedy,Girls Trip,Girls Trip Regina Hall Queen Latifah Jada Pinkett Smith Comedy
Gillian Robespierre,Jenny Slate,Edie Falco,Abby Quinn,Comedy,Landline,Landline Jenny Slate Edie Falco Abby Quinn Comedy
Kathryn Bigelow,John Boyega,Will Poulter,Algee Smith,Thriller Crime Drama History,Detroit,Detroit John Boyega Will Poulter Algee Smith Thriller Crime Drama History
Kogonada,John Cho,Haley Lu Richardson,Parker Posey,Drama,Columbus,Columbus John Cho Haley Lu Richardson Parker Posey Drama
Heber Cannon Marston Sawyers Ian Wittenber Mariah Moore,Matt Fraser,Ben Smith,Sara Sigmundsdottir,Documentary,Fittest On Earth: A Decade Of Fitness,Fittest On Earth: A Decade Of Fitness Matt Fraser Ben Smith Sara Sigmundsdottir Documentary
Emilis Velyvis,Inga Jankauskaitė,Mindaugas Papinigis,Ramūnas Rudokas,Thriller,Zero 3,Zero 3 Inga Jankauskaitė Mindaugas Papinigis Ramūnas Rudokas Thriller
Tommy Bertelsen,Troian Bellisario,Tom Felton,Ben Winchell,Drama,Feed,Feed Troian Bellisario Tom Felton Ben Winchell Drama
Ibai Abad,Lewis Rainer,Joséphine Berry,Charlotte Atkinson,Drama Music Romance,The Girl from the Song,The Girl from the Song Lewis Rainer Joséphine Berry Charlotte Atkinson Drama Music Romance
Julian Radlmaier,Julian Radlmaier,Deragh Campbell,Beniamin Forthi,Comedy,Self-criticism of a Bourgeois Dog,Self-criticism of a Bourgeois Dog Julian Radlmaier Deragh Campbell Beniamin Forthi Comedy
Pierre Coré,Omar Sy,Louane Emera,Franck Gastambide,Adventure Animation Comedy Family,Sahara,Sahara Omar Sy Louane Emera Franck Gastambide Adventure Animation Comedy Family
François Ozon,Marine Vacth,Jérémie Renier,Jacqueline Bisset,Thriller,The Double Lover,The Double Lover Marine Vacth Jérémie Renier Jacqueline Bisset Thriller
Steven C. Miller,Bruce Willis,Hayden Christensen,Gethin Anthony,Action Thriller,First Kill,First Kill Bruce Willis Hayden Christensen Gethin Anthony Action Thriller
T.J. Martin Daniel Lindsay,Rodney King,Tom Brokaw,George H. W. Bush,Documentary,LA 92,LA 92 Rodney King Tom Brokaw George H. W. Bush Documentary
Kenny Ortega,Dove Cameron,Sofia Carson,Cameron Boyce,TV Movie Family Action Comedy Music Adventure,Descendants 2,Descendants 2 Dove Cameron Sofia Carson Cameron Boyce TV Movie Family Action Comedy Music Adventure
Maria Sadowska,Magdalena Boczarska,Piotr Adamczyk,Justyna Wasilewska,Drama,The Art of Loving. Story of Michalina Wislocka,The Art of Loving. Story of Michalina Wislocka Magdalena Boczarska Piotr Adamczyk Justyna Wasilewska Drama
Sam Garbarski,Anatole Taubman,Moritz Bleibtreu,Joel Basman,Comedy Drama War,Bye Bye Germany,Bye Bye Germany Anatole Taubman Moritz Bleibtreu Joel Basman Comedy Drama War
Timothy Woodward Jr.,Kaiwi Lyman,Bruce Dern,Denise Richards,Crime Drama Thriller,American Violence,American Violence Kaiwi Lyman Bruce Dern Denise Richards Crime Drama Thriller
Philippe de Chauveron,Christian Clavier,Ary Abittan,Elsa Zylberstein,Comedy,With Open Arms,With Open Arms Christian Clavier Ary Abittan Elsa Zylberstein Comedy
Thomas Kruithof,François Cluzet,Denis Podalydès,Sami Bouajila,Thriller,Scribe,Scribe François Cluzet Denis Podalydès Sami Bouajila Thriller
Todd Grimes,Grey Griffin,Tara Strong,Anais Fairweather,Animation,LEGO DC Super Hero Girls: Brain Drain,LEGO DC Super Hero Girls: Brain Drain Grey Griffin Tara Strong Anais Fairweather Animation
Pat Healy,Taylor Schilling,Pat Healy,Alycia Delmore,Comedy Crime,Take Me,Take Me Taylor Schilling Pat Healy Alycia Delmore Comedy Crime
Anshai Lal,Anushka Sharma,Diljit Dosanjh,Suraj Sharma,Fantasy Comedy Romance Drama,Phillauri,Phillauri Anushka Sharma Diljit Dosanjh Suraj Sharma Fantasy Comedy Romance Drama
Jim Strouse,Jessica Williams,Chris O'Dowd,Keith Stanfield,Romance Comedy,The Incredible Jessica James,The Incredible Jessica James Jessica Williams Chris O'Dowd Keith Stanfield Romance Comedy
Farhad Mann,Adelaide Kane,Benjamin Hollingsworth,Jean Louisa Kelly,Romance,Can't Buy My Love,Can't Buy My Love Adelaide Kane Benjamin Hollingsworth Jean Louisa Kelly Romance
Hannaleena Hauru,Inka Haapamäki,Rosa Honkonen,Tiitus Rantala,Romance Comedy,Thick Lashes of Lauri Mäntyvaara,Thick Lashes of Lauri Mäntyvaara Inka Haapamäki Rosa Honkonen Tiitus Rantala Romance Comedy
Jonathan A. Rosenbaum,Lou Diamond Phillips,Wallace Shawn,Gina Holden,Crime Comedy Action Family,Cop and a Half: New Recruit,Cop and a Half: New Recruit Lou Diamond Phillips Wallace Shawn Gina Holden Crime Comedy Action Family
Ravi Udyawar,Sridevi Kapoor,Sajal Ali,Akshaye Khanna,Crime Drama Thriller,Mom,Mom Sridevi Kapoor Sajal Ali Akshaye Khanna Crime Drama Thriller
Adam Robitel,Lin Shaye,Angus Sampson,Leigh Whannell,Horror Mystery Thriller,Insidious: The Last Key,Insidious: The Last Key Lin Shaye Angus Sampson Leigh Whannell Horror Mystery Thriller
Lauren Wolkstein,Alex Pettyfer,James Freedson-Jackson,Emily Althaus,Thriller Drama,The Strange Ones,The Strange Ones Alex Pettyfer James Freedson-Jackson Emily Althaus Thriller Drama
Simon West,Dominic Cooper,Austin Stowell,Gemma Chan,Action Thriller,Stratton,Stratton Dominic Cooper Austin Stowell Gemma Chan Action Thriller
Jaume Collet-Serra,Liam Neeson,Vera Farmiga,Patrick Wilson,Action Thriller,The Commuter,The Commuter Liam Neeson Vera Farmiga Patrick Wilson Action Thriller
Babak Najafi,Taraji P. Henson,Billy Brown,Danny Glover,Thriller Action Crime,Proud Mary,Proud Mary Taraji P. Henson Billy Brown Danny Glover Thriller Action Crime
Brett Donowho,Bruce Willis,Cole Hauser,Shawn Ashmore,Action,Acts of Violence,Acts of Violence Bruce Willis Cole Hauser Shawn Ashmore Action
Trudie Styler,Alex Lawther,Abigail Breslin,Bette Midler,Comedy Drama,Freak Show,Freak Show Alex Lawther Abigail Breslin Bette Midler Comedy Drama
Sam Hoffman,Jemaine Clement,Elliott Gould,Ingrid Michaelson,Comedy,Humor Me,Humor Me Jemaine Clement Elliott Gould Ingrid Michaelson Comedy
Hiromasa Yonebayashi,Ruby Barnhill,Louis Ashbourne Serkis,Kate Winslet,Fantasy Adventure Animation,Mary and the Witch's Flower,Mary and the Witch's Flower Ruby Barnhill Louis Ashbourne Serkis Kate Winslet Fantasy Adventure Animation
Nicolai Fuglsig,Chris Hemsworth,Michael Shannon,Michael Peña,War Drama Action History,12 Strong,12 Strong Chris Hemsworth Michael Shannon Michael Peña War Drama Action History
Christian Gudegast,Gerard Butler,50 Cent,Pablo Schreiber,Action Thriller Crime,Den of Thieves,Den of Thieves Gerard Butler 50 Cent Pablo Schreiber Action Thriller Crime
Bethany Ashton Wolf,Alex Roe,Jessica Rothe,John Benjamin Hickey,Romance Drama Music,Forever My Girl,Forever My Girl Alex Roe Jessica Rothe John Benjamin Hickey Romance Drama Music
Wes Ball,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Science Fiction Action Adventure Thriller,Maze Runner: The Death Cure,Maze Runner: The Death Cure Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Science Fiction Action Adventure Thriller
Ziad Doueiri,Adel Karam,Camille Salameh,Kamel El Basha,Comedy Crime,The Insult,The Insult Adel Karam Camille Salameh Kamel El Basha Comedy Crime
Ben Lewin,Dakota Fanning,Toni Collette,Alice Eve,Comedy Drama,Please Stand By,Please Stand By Dakota Fanning Toni Collette Alice Eve Comedy Drama
The Spierig Brothers,Helen Mirren,Jason Clarke,Sarah Snook,Horror Thriller,Winchester,Winchester Helen Mirren Jason Clarke Sarah Snook Horror Thriller
Mario Van Peebles,Mario Van Peebles,William Fichtner,Ryan Guzman,Action Horror Thriller,Armed,Armed Mario Van Peebles William Fichtner Ryan Guzman Action Horror Thriller
Julius Onah,Daniel Brühl,Elizabeth Debicki,Aksel Hennie,Horror Science Fiction Action Thriller,The Cloverfield Paradox,The Cloverfield Paradox Daniel Brühl Elizabeth Debicki Aksel Hennie Horror Science Fiction Action Thriller
Bryan Coyne,Brea Grant,Graham Skipper,Aly Fitzgerald,Horror,Bad Apples,Bad Apples Brea Grant Graham Skipper Aly Fitzgerald Horror
Will Gluck,James Corden,Domhnall Gleeson,Rose Byrne,Family Comedy Adventure Animation Fantasy,Peter Rabbit,Peter Rabbit James Corden Domhnall Gleeson Rose Byrne Family Comedy Adventure Animation Fantasy
James Foley,Dakota Johnson,Jamie Dornan,Kim Basinger,Drama Romance,Fifty Shades Freed,Fifty Shades Freed Dakota Johnson Jamie Dornan Kim Basinger Drama Romance
Clint Eastwood,Anthony Sadler,Alek Skarlatos,Spencer Stone,Thriller History Drama,The 15:17 to Paris,The 15:17 to Paris Anthony Sadler Alek Skarlatos Spencer Stone Thriller History Drama
Marco Polo Constandse,Marco Polo Constandse (director); Omar Chaparro,Marimar Vega,Ryan Carnes,Comedy,La Boda de Valentina,La Boda de Valentina Marco Polo Constandse (director); Omar Chaparro Marimar Vega Ryan Carnes Comedy
Brian Crano,Rebecca Hall,Dan Stevens,Morgan Spector,Comedy Romance Drama,Permission,Permission Rebecca Hall Dan Stevens Morgan Spector Comedy Romance Drama
Alex Ross Perry,Emily Browning,Adam Horowitz,Mary-Louise Parker,Drama,Golden Exits,Golden Exits Emily Browning Adam Horowitz Mary-Louise Parker Drama
"Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Andy Serkis, John Kani, Florence Kasumba, Atandwa Kani, Sterling K. Brown, Isaach de Bankolé, Trevor Noah, Stan Lee, Sebastian Stan",Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Action Adventure Science Fiction,Black Panther,Black Panther Chadwick Boseman Michael B. Jordan Lupita Nyong'o Action Adventure Science Fiction
Nick Park,Eddie Redmayne,Tom Hiddleston,Maisie Williams,Family Comedy Animation Adventure,Early Man,Early Man Eddie Redmayne Tom Hiddleston Maisie Williams Family Comedy Animation Adventure
Andrey Zvyagintsev,Maryana Spivak,Alexei Rozin,Matvey Novikov,Drama,Loveless,Loveless Maryana Spivak Alexei Rozin Matvey Novikov Drama
Sally Potter,Timothy Spall,Kristin Scott Thomas,Patricia Clarkson,Fantasy Comedy Drama,The Party,The Party Timothy Spall Kristin Scott Thomas Patricia Clarkson Fantasy Comedy Drama
Mark Pellington,Jon Hamm,Nick Offerman,Amber Tamblyn,Drama,Nostalgia,Nostalgia Jon Hamm Nick Offerman Amber Tamblyn Drama
Lance Daly,Hugo Weaving,Jim Broadbent,Stephen Rea,Drama Western,Black '47,Black '47 Hugo Weaving Jim Broadbent Stephen Rea Drama Western
Bruce Macdonald,Taylor James,Jackson Rathbone,Billy Zane,Action Drama Adventure,Samson,Samson Taylor James Jackson Rathbone Billy Zane Action Drama Adventure
"Jonathan Goldstein, John Francis Daley",Jason Bateman,Rachel McAdams,Kyle Chandler,Mystery Comedy Crime,Game Night,Game Night Jason Bateman Rachel McAdams Kyle Chandler Mystery Comedy Crime
Alex Garland,Natalie Portman,Jennifer Jason Leigh,Gina Rodriguez,Science Fiction Horror,Annihilation,Annihilation Natalie Portman Jennifer Jason Leigh Gina Rodriguez Science Fiction Horror
Michael Sucsy,Angourie Rice,Maria Bello,Debby Ryan,Drama Fantasy Romance,Every Day,Every Day Angourie Rice Maria Bello Debby Ryan Drama Fantasy Romance
David Freyne,David Freyne (director); Ellen Page,Sam Keeley,Tom Vaughan-Lawlor,Horror Drama Science Fiction,The Cured,The Cured David Freyne (director); Ellen Page Sam Keeley Tom Vaughan-Lawlor Horror Drama Science Fiction
Brian O'Malley,Charlotte Vega,Bill Milner,Eugene Simon,Drama Horror Romance Thriller,The Lodgers,The Lodgers Charlotte Vega Bill Milner Eugene Simon Drama Horror Romance Thriller
Francis Lawrence,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Mystery Thriller,Red Sparrow,Red Sparrow Jennifer Lawrence Joel Edgerton Matthias Schoenaerts Mystery Thriller
Eli Roth,Bruce Willis,Vincent D'Onofrio,Dean Norris,Action Crime Drama Thriller,Death Wish,Death Wish Bruce Willis Vincent D'Onofrio Dean Norris Action Crime Drama Thriller
Shawn Christensen,Logan Lerman,Elle Fanning,Michelle Monaghan,Mystery Drama,The Vanishing of Sidney Hall,The Vanishing of Sidney Hall Logan Lerman Elle Fanning Michelle Monaghan Mystery Drama
Samuel Maoz,Lior Ashkenazi,Sarah Adler,Yonatan Shiray,Comedy Drama War,Foxtrot,Foxtrot Lior Ashkenazi Sarah Adler Yonatan Shiray Comedy Drama War
Usher Morgan,Elyse Price,Joel Bernard,Katie Vincent,Thriller Action Crime Drama Mystery,Pickings,Pickings Elyse Price Joel Bernard Katie Vincent Thriller Action Crime Drama Mystery
